relative_humidity,dry_bulb_temp_f,wind_speed,station_pressure,precip
64.0,75.0,9.0,30.13,0.0
46.0,38.0,16.0,30.04,0.0
45.0,79.0,14.0,30.04,0.0
97.0,58.0,8.0,30.02,0.0
88.0,52.0,14.0,29.33,0.01
38.0,80.0,11.0,30.16,0.0
96.0,33.0,18.0,29.56,0.01
74.0,74.0,13.0,30.17,0.0
89.0,44.0,0.0,30.06,0.06
86.0,47.0,3.0,29.91,0.01
67.0,34.0,5.0,30.2,0.01
86.0,62.0,20.0,29.9,0.0
88.0,52.0,8.0,29.92,0.01
50.0,24.0,10.0,30.21,0.0
88.0,82.0,9.0,30.18,0.0
46.0,26.0,18.0,30.16,0.01
62.0,80.0,9.0,29.93,0.0
89.0,37.0,10.0,29.89,0.01
30.0,85.0,14.0,29.85,0.0
32.0,70.0,8.0,30.14,0.0
44.0,38.0,7.0,30.04,0.01
62.0,37.0,17.0,29.6,0.0
65.0,68.0,3.0,30.24,0.0
86.0,37.0,3.0,30.59,0.0
87.0,43.0,3.0,29.56,0.01
77.0,17.0,18.0,29.87,0.01
35.0,59.0,16.0,29.71,0.0
94.0,68.0,5.0,30.14,0.01
38.0,41.0,8.0,29.89,0.0
87.0,73.0,3.0,29.99,0.0
93.0,46.0,7.0,30.13,0.01
81.0,73.0,8.0,29.59,0.0
35.0,36.0,17.0,30.23,0.0
80.0,48.0,10.0,29.73,0.0
52.0,45.0,5.0,30.5,0.0
62.0,19.0,9.0,30.3,0.0
24.0,62.0,20.0,29.78,0.0
80.0,60.0,15.0,30.29,0.0
81.0,66.0,7.0,30.11,0.01
100.0,70.0,17.0,29.76,1.07
100.0,45.0,15.0,29.73,0.01
25.0,32.0,16.0,30.5,0.0
87.0,61.0,18.0,30.07,0.0
56.0,78.0,9.0,29.87,0.0
74.0,81.0,13.0,30.02,0.0
68.0,40.0,7.0,30.33,0.01
51.0,67.0,6.0,30.21,0.0
59.0,70.0,7.0,29.9,0.0
100.0,50.0,16.0,30.0,0.01
72.0,76.0,9.0,29.83,0.0
52.0,64.0,13.0,30.0,0.0
87.0,72.0,7.0,29.92,0.0
38.0,13.0,20.0,30.21,0.0
39.0,38.0,9.0,30.02,0.0
82.0,76.0,10.0,29.99,0.0
94.0,73.0,6.0,29.84,0.0
93.0,66.0,3.0,30.21,0.01
70.0,83.0,16.0,30.1,0.01
40.0,54.0,21.0,29.86,0.0
53.0,83.0,14.0,30.1,0.0
87.0,59.0,5.0,29.94,0.0
81.0,63.0,0.0,30.01,0.0
21.0,68.0,17.0,29.79,0.01
82.0,79.0,6.0,29.74,0.0
47.0,40.0,16.0,30.07,0.01
60.0,82.0,16.0,30.0,0.0
85.0,30.0,17.0,30.02,0.08
74.0,77.0,9.0,29.99,0.0
54.0,63.0,13.0,29.83,0.01
52.0,51.0,15.0,30.3,0.0
59.0,52.0,17.0,30.06,0.0
55.0,88.0,13.0,29.9,0.0
90.0,62.0,7.0,29.87,0.01
52.0,61.0,10.0,30.23,0.0
58.0,44.0,13.0,29.86,0.0
48.0,74.0,20.0,29.98,0.0
93.0,57.0,10.0,29.86,0.01
45.0,68.0,17.0,29.98,0.0
21.0,20.0,14.0,30.14,0.0
77.0,79.0,5.0,29.8,0.01
82.0,37.0,13.0,30.11,0.01
77.0,55.0,3.0,29.94,0.01
62.0,76.0,7.0,30.06,0.0
80.0,85.0,24.0,30.07,0.0
69.0,28.0,16.0,29.77,0.01
73.0,42.0,3.0,30.21,0.01
77.0,40.0,11.0,30.1,0.0
77.0,52.0,14.0,29.5,0.0
61.0,85.0,13.0,29.98,0.0
62.0,55.0,9.0,30.27,0.0
97.0,49.0,6.0,29.49,0.01
88.0,52.0,7.0,29.74,0.01
70.0,68.0,13.0,29.93,0.0
93.0,36.0,11.0,29.73,0.0
75.0,56.0,8.0,29.86,0.01
52.0,66.0,6.0,30.21,0.0
45.0,31.0,24.0,29.45,0.0
93.0,35.0,6.0,30.01,0.0
96.0,48.0,5.0,29.51,0.01
55.0,38.0,7.0,30.19,0.0
87.0,41.0,5.0,30.22,0.01
94.0,50.0,10.0,29.51,0.01
78.0,64.0,8.0,29.96,0.0
64.0,72.0,10.0,30.25,0.01
84.0,60.0,52.0,28.69,0.01
94.0,73.0,15.0,29.83,0.01
58.0,44.0,10.0,30.13,0.01
94.0,76.0,6.0,29.84,0.01
59.0,84.0,11.0,30.06,0.0
66.0,33.0,16.0,30.53,0.01
87.0,73.0,8.0,29.82,0.0
83.0,49.0,8.0,30.24,0.01
30.0,66.0,5.0,30.11,0.01
87.0,73.0,5.0,30.16,0.0
56.0,47.0,8.0,29.71,0.0
83.0,70.0,16.0,29.92,0.01
55.0,44.0,15.0,29.69,0.0
72.0,31.0,7.0,29.94,0.01
42.0,81.0,15.0,30.0,0.0
52.0,38.0,21.0,29.82,0.0
90.0,75.0,20.0,29.96,0.0
49.0,69.0,6.0,29.97,0.0
41.0,62.0,10.0,30.12,0.0
93.0,52.0,33.0,29.45,0.01
70.0,60.0,8.0,30.03,0.0
67.0,81.0,8.0,29.82,0.0
42.0,65.0,11.0,29.9,0.01
43.0,44.0,23.0,30.22,0.0
73.0,44.0,18.0,29.74,0.0
46.0,62.0,15.0,29.68,0.0
61.0,71.0,11.0,30.11,0.0
76.0,42.0,3.0,29.97,0.0
54.0,37.0,15.0,29.96,0.0
87.0,61.0,5.0,30.15,0.0
79.0,78.0,9.0,30.04,0.0
54.0,74.0,8.0,29.92,0.0
45.0,42.0,21.0,30.25,0.0
55.0,55.0,9.0,30.1,0.01
90.0,61.0,15.0,29.91,0.01
63.0,68.0,22.0,30.14,0.0
28.0,43.0,15.0,29.67,0.01
39.0,37.0,22.0,29.62,0.01
70.0,68.0,7.0,30.11,0.0
58.0,77.0,8.0,29.61,0.0
39.0,50.0,11.0,30.34,0.01
46.0,92.0,18.0,29.85,0.0
88.0,72.0,0.0,29.77,0.01
53.0,40.0,23.0,29.64,0.0
89.0,50.0,7.0,30.11,0.0
61.0,32.0,3.0,29.86,0.01
62.0,38.0,14.0,29.97,0.01
52.0,45.0,17.0,29.58,0.01
86.0,49.0,6.0,29.99,0.0
97.0,52.0,6.0,30.1,0.0
100.0,64.0,13.0,30.14,0.01
83.0,45.0,18.0,30.07,0.01
45.0,40.0,13.0,30.25,0.0
62.0,48.0,7.0,30.11,0.01
89.0,75.0,13.0,29.76,0.01
60.0,57.0,8.0,29.84,0.0
97.0,52.0,7.0,30.11,0.0
72.0,58.0,11.0,30.03,0.0
100.0,32.0,0.0,29.95,0.01
50.0,66.0,9.0,30.14,0.0
45.0,66.0,14.0,29.9,0.0
55.0,38.0,32.0,29.83,0.0
100.0,70.0,18.0,29.81,0.02
61.0,32.0,6.0,30.35,0.0
47.0,67.0,9.0,29.96,0.0
74.0,43.0,0.0,29.87,0.0
82.0,72.0,10.0,30.11,0.0
49.0,66.0,11.0,30.13,0.0
84.0,58.0,5.0,30.47,0.0
100.0,71.0,14.0,29.81,0.0
100.0,59.0,11.0,29.46,0.14
28.0,49.0,13.0,29.77,0.0
58.0,28.0,7.0,29.81,0.0
47.0,28.0,13.0,30.12,0.01
64.0,74.0,0.0,30.1,0.0
85.0,34.0,26.0,29.67,0.01
70.0,83.0,10.0,29.79,0.01
43.0,92.0,13.0,29.7,0.0
87.0,48.0,30.0,29.04,0.01
93.0,54.0,8.0,30.14,0.01
81.0,73.0,6.0,29.9,0.0
66.0,65.0,7.0,30.35,0.0
67.0,83.0,13.0,29.81,0.0
96.0,68.0,22.0,29.69,1.19
100.0,71.0,8.0,29.98,0.01
67.0,39.0,17.0,30.12,0.01
50.0,48.0,25.0,29.74,0.0
87.0,69.0,7.0,30.09,0.01
72.0,58.0,14.0,30.4,0.0
57.0,70.0,11.0,30.27,0.01
46.0,62.0,8.0,29.97,0.01
40.0,74.0,10.0,29.86,0.01
71.0,51.0,0.0,30.47,0.0
93.0,56.0,9.0,30.14,0.01
42.0,69.0,15.0,29.89,0.0
56.0,34.0,14.0,30.0,0.0
70.0,36.0,15.0,30.47,0.01
83.0,75.0,5.0,29.99,0.01
61.0,48.0,3.0,30.21,0.0
66.0,22.0,25.0,29.46,0.0
71.0,48.0,7.0,30.44,0.0
73.0,66.0,16.0,30.12,0.01
38.0,40.0,24.0,30.12,0.0
87.0,69.0,9.0,29.94,0.0
79.0,44.0,21.0,29.52,0.01
57.0,38.0,16.0,29.96,0.0
39.0,48.0,15.0,30.1,0.0
57.0,84.0,11.0,29.87,0.0
76.0,71.0,23.0,30.12,0.0
47.0,40.0,10.0,29.98,0.0
84.0,68.0,9.0,29.97,0.0
23.0,70.0,30.0,29.53,0.0
60.0,57.0,5.0,30.09,0.01
81.0,73.0,8.0,29.86,0.01
88.0,52.0,6.0,29.94,0.01
42.0,11.0,16.0,30.39,0.0
72.0,84.0,10.0,30.01,0.0
58.0,77.0,11.0,30.11,0.01
58.0,43.0,7.0,30.08,0.0
90.0,54.0,8.0,30.05,0.01
62.0,41.0,16.0,29.59,0.0
80.0,47.0,21.0,30.15,0.0
88.0,74.0,0.0,29.85,0.0
70.0,62.0,6.0,30.0,0.0
52.0,61.0,13.0,30.43,0.0
87.0,58.0,8.0,29.84,0.01
56.0,45.0,17.0,29.9,0.0
39.0,80.0,9.0,30.23,0.0
40.0,43.0,9.0,30.04,0.0
81.0,37.0,21.0,29.61,0.01
29.0,80.0,21.0,29.63,0.0
87.0,71.0,0.0,30.09,0.01
59.0,37.0,9.0,30.01,0.0
73.0,41.0,10.0,30.01,0.0
58.0,75.0,14.0,30.05,0.0
62.0,74.0,7.0,29.93,0.0
40.0,83.0,7.0,29.82,0.01
59.0,83.0,15.0,30.11,0.01
94.0,75.0,6.0,29.81,0.01
49.0,79.0,8.0,29.95,0.01
56.0,78.0,14.0,30.02,0.0
53.0,52.0,10.0,30.1,0.01
44.0,36.0,33.0,29.78,0.0
71.0,70.0,14.0,29.95,0.01
41.0,37.0,3.0,30.19,0.01
43.0,40.0,23.0,29.79,0.01
100.0,46.0,8.0,29.91,0.01
58.0,52.0,18.0,30.08,0.01
70.0,41.0,5.0,30.67,0.0
74.0,82.0,6.0,29.78,0.01
89.0,38.0,7.0,29.64,0.01
93.0,53.0,11.0,29.97,0.01
69.0,47.0,9.0,30.21,0.0
80.0,51.0,16.0,29.28,0.0
71.0,51.0,7.0,30.11,0.0
78.0,68.0,9.0,29.96,0.0
64.0,74.0,6.0,29.9,0.0
85.0,78.0,6.0,30.25,0.0
90.0,56.0,0.0,30.02,0.01
44.0,62.0,13.0,30.03,0.0
55.0,75.0,16.0,29.97,0.0
74.0,75.0,14.0,30.0,0.0
79.0,67.0,6.0,29.92,0.0
38.0,55.0,13.0,29.86,0.0
43.0,32.0,13.0,30.06,0.0
45.0,67.0,16.0,30.08,0.0
39.0,58.0,15.0,29.99,0.0
56.0,62.0,14.0,29.85,0.0
44.0,72.0,21.0,29.68,0.0
51.0,86.0,18.0,29.67,0.01
41.0,39.0,13.0,30.24,0.0
26.0,81.0,16.0,29.73,0.0
44.0,25.0,11.0,30.39,0.0
50.0,74.0,9.0,30.06,0.01
60.0,44.0,14.0,30.24,0.0
69.0,47.0,8.0,30.35,0.0
62.0,73.0,6.0,29.9,0.0
72.0,52.0,7.0,30.16,0.0
64.0,49.0,15.0,29.57,0.01
57.0,73.0,10.0,30.1,0.01
66.0,69.0,7.0,29.97,0.0
46.0,22.0,13.0,30.47,0.0
42.0,77.0,9.0,30.04,0.0
60.0,41.0,22.0,29.64,0.0
25.0,53.0,16.0,29.55,0.0
62.0,60.0,15.0,29.56,0.0
37.0,34.0,29.0,30.0,0.0
15.0,69.0,25.0,29.71,0.0
65.0,44.0,13.0,30.06,0.02
71.0,74.0,14.0,30.15,0.0
88.0,75.0,10.0,29.87,0.03
47.0,28.0,16.0,29.99,0.01
83.0,63.0,15.0,30.09,0.01
94.0,63.0,11.0,30.07,0.02
60.0,57.0,7.0,30.0,0.01
39.0,71.0,15.0,30.14,0.0
83.0,50.0,7.0,29.94,0.01
77.0,48.0,14.0,30.02,0.0
64.0,30.0,5.0,30.49,0.01
77.0,54.0,13.0,29.76,0.01
27.0,59.0,16.0,30.08,0.0
85.0,42.0,10.0,29.89,0.01
47.0,77.0,17.0,29.89,0.0
87.0,57.0,7.0,29.65,0.01
67.0,56.0,5.0,30.16,0.0
80.0,47.0,8.0,29.85,0.01
27.0,72.0,16.0,30.04,0.01
67.0,41.0,21.0,30.17,0.01
59.0,54.0,21.0,30.11,0.0
59.0,37.0,14.0,29.63,0.0
57.0,39.0,7.0,30.27,0.0
74.0,83.0,10.0,29.75,0.01
58.0,75.0,10.0,30.19,0.0
97.0,67.0,0.0,30.1,0.01
35.0,64.0,20.0,29.87,0.0
74.0,79.0,10.0,29.51,0.0
53.0,68.0,15.0,29.76,0.0
59.0,70.0,7.0,30.13,0.01
89.0,42.0,13.0,29.82,0.08
87.0,39.0,10.0,30.26,0.01
88.0,70.0,10.0,29.98,0.01
29.0,56.0,10.0,30.09,0.0
80.0,53.0,5.0,30.06,0.0
72.0,79.0,7.0,30.12,0.01
77.0,85.0,13.0,29.85,0.0
60.0,75.0,11.0,29.98,0.0
83.0,66.0,0.0,29.81,0.01
83.0,64.0,17.0,29.98,0.06
75.0,34.0,7.0,29.87,0.0
62.0,38.0,9.0,30.35,0.0
41.0,83.0,9.0,29.85,0.01
48.0,34.0,20.0,29.82,0.0
48.0,88.0,5.0,29.93,0.0
63.0,71.0,9.0,30.07,0.01
55.0,73.0,15.0,29.88,0.01
71.0,71.0,3.0,29.92,0.0
64.0,33.0,8.0,30.28,0.0
100.0,61.0,15.0,29.64,0.01
88.0,64.0,5.0,29.86,0.01
80.0,62.0,10.0,30.09,0.01
61.0,30.0,11.0,30.33,0.0
49.0,59.0,9.0,30.05,0.01
39.0,68.0,10.0,30.25,0.0
90.0,73.0,15.0,29.7,0.01
54.0,47.0,11.0,29.88,0.0
83.0,47.0,14.0,30.04,0.04
87.0,68.0,8.0,29.99,0.0
79.0,76.0,9.0,30.08,0.0
41.0,30.0,8.0,30.01,0.0
86.0,53.0,15.0,30.18,0.0
61.0,72.0,11.0,30.11,0.01
83.0,46.0,23.0,30.05,0.01
49.0,65.0,9.0,30.08,0.01
73.0,72.0,15.0,30.14,0.0
79.0,42.0,14.0,29.94,0.0
82.0,72.0,9.0,29.92,0.0
89.0,27.0,9.0,30.34,0.01
31.0,27.0,0.0,30.37,0.0
70.0,64.0,7.0,29.88,0.0
73.0,41.0,16.0,30.13,0.0
76.0,70.0,5.0,30.16,0.0
54.0,34.0,17.0,29.98,0.0
72.0,81.0,8.0,29.85,0.01
100.0,56.0,7.0,29.98,0.34
82.0,72.0,26.0,29.91,0.01
66.0,48.0,13.0,29.96,0.01
65.0,79.0,16.0,29.9,0.0
64.0,77.0,9.0,30.07,0.01
61.0,84.0,16.0,29.79,0.0
89.0,52.0,5.0,30.3,0.0
86.0,19.0,7.0,30.13,0.01
48.0,63.0,16.0,29.78,0.01
93.0,64.0,0.0,29.84,0.0
100.0,54.0,14.0,29.98,0.01
56.0,47.0,10.0,30.06,0.01
79.0,74.0,14.0,29.89,0.0
24.0,90.0,14.0,29.89,0.01
90.0,61.0,20.0,29.81,0.02
62.0,77.0,10.0,30.11,0.01
89.0,46.0,11.0,30.16,0.01
43.0,63.0,20.0,29.87,0.0
82.0,50.0,15.0,29.88,0.01
81.0,68.0,5.0,30.03,0.0
76.0,36.0,11.0,30.03,0.0
89.0,52.0,11.0,30.15,0.0
62.0,75.0,8.0,29.88,0.0
59.0,86.0,10.0,29.76,0.0
84.0,60.0,14.0,30.09,0.01
66.0,51.0,18.0,29.85,0.0
48.0,77.0,11.0,30.21,0.0
93.0,66.0,8.0,29.97,0.05
47.0,70.0,15.0,29.93,0.0
49.0,55.0,3.0,30.3,0.0
100.0,48.0,16.0,30.31,0.01
46.0,86.0,11.0,30.14,0.0
65.0,66.0,5.0,30.24,0.01
41.0,53.0,16.0,29.9,0.01
52.0,76.0,5.0,29.92,0.0
50.0,39.0,6.0,30.25,0.0
88.0,68.0,8.0,29.7,0.01
44.0,45.0,24.0,29.65,0.01
67.0,78.0,10.0,29.81,0.0
83.0,50.0,3.0,29.99,0.0
97.0,67.0,9.0,30.16,0.01
71.0,75.0,7.0,30.09,0.0
62.0,76.0,14.0,29.73,0.0
88.0,54.0,15.0,29.62,0.01
49.0,57.0,16.0,30.07,0.0
74.0,74.0,8.0,29.72,0.0
92.0,51.0,6.0,30.34,0.0
79.0,77.0,6.0,29.88,0.0
51.0,42.0,15.0,29.96,0.01
52.0,53.0,10.0,30.22,0.01
90.0,71.0,9.0,30.19,0.0
94.0,72.0,6.0,29.78,0.2
93.0,48.0,7.0,30.13,0.0
76.0,80.0,10.0,29.91,0.0
51.0,30.0,13.0,30.32,0.0
84.0,70.0,3.0,30.13,0.0
41.0,39.0,11.0,29.66,0.0
55.0,56.0,29.0,29.56,0.0
77.0,18.0,20.0,29.86,0.03
67.0,74.0,7.0,29.83,0.0
89.0,52.0,0.0,30.02,0.01
62.0,37.0,18.0,29.6,0.0
21.0,65.0,11.0,30.23,0.0
93.0,57.0,22.0,29.62,0.36
32.0,82.0,13.0,29.44,0.0
84.0,62.0,5.0,29.97,0.01
83.0,48.0,13.0,29.36,0.0
64.0,49.0,16.0,29.98,0.0
51.0,29.0,11.0,29.91,0.0
46.0,59.0,17.0,30.14,0.01
61.0,85.0,10.0,29.74,0.01
93.0,64.0,10.0,29.93,0.02
38.0,73.0,20.0,29.96,0.0
87.0,69.0,6.0,29.74,0.01
67.0,78.0,5.0,30.06,0.0
77.0,46.0,6.0,30.5,0.0
81.0,73.0,23.0,29.9,0.01
56.0,32.0,15.0,29.59,0.0
94.0,63.0,14.0,29.77,0.01
59.0,71.0,11.0,30.28,0.0
49.0,33.0,14.0,29.72,0.0
67.0,74.0,18.0,29.89,0.01
64.0,53.0,9.0,29.96,0.0
94.0,72.0,8.0,29.9,0.01
55.0,38.0,15.0,29.97,0.0
92.0,51.0,0.0,30.13,0.01
64.0,36.0,20.0,29.57,0.01
93.0,48.0,15.0,29.43,0.01
49.0,31.0,18.0,30.42,0.0
87.0,73.0,15.0,29.89,0.01
71.0,45.0,18.0,29.78,0.01
66.0,33.0,10.0,30.04,0.0
52.0,24.0,0.0,30.41,0.0
94.0,64.0,10.0,29.69,0.01
32.0,71.0,16.0,29.93,0.01
68.0,64.0,25.0,29.9,0.0
21.0,66.0,23.0,30.0,0.0
84.0,61.0,17.0,30.02,0.0
93.0,45.0,0.0,29.66,0.01
90.0,63.0,10.0,30.07,0.01
70.0,37.0,11.0,29.96,0.0
79.0,41.0,11.0,29.78,0.0
40.0,62.0,10.0,30.08,0.0
83.0,63.0,9.0,29.97,0.01
32.0,34.0,21.0,30.14,0.0
36.0,74.0,23.0,29.77,0.0
79.0,80.0,13.0,29.58,0.01
76.0,78.0,8.0,29.84,0.0
51.0,44.0,16.0,30.07,0.0
60.0,20.0,14.0,30.32,0.0
78.0,68.0,6.0,30.21,0.01
91.0,72.0,8.0,30.03,0.0
44.0,45.0,11.0,30.18,0.0
87.0,59.0,9.0,29.84,0.01
46.0,27.0,9.0,30.1,0.0
70.0,38.0,23.0,29.99,0.01
94.0,72.0,9.0,30.09,0.18
90.0,57.0,7.0,30.46,0.0
25.0,45.0,3.0,29.91,0.0
87.0,72.0,9.0,29.9,0.01
82.0,72.0,13.0,29.96,0.01
100.0,67.0,11.0,30.01,0.01
90.0,49.0,0.0,30.03,0.0
89.0,42.0,8.0,30.0,0.05
52.0,37.0,18.0,29.66,0.01
49.0,70.0,8.0,30.16,0.0
56.0,61.0,0.0,30.16,0.0
74.0,43.0,16.0,30.05,0.01
44.0,34.0,9.0,30.29,0.0
54.0,59.0,18.0,29.75,0.0
45.0,57.0,22.0,29.76,0.0
60.0,62.0,9.0,29.78,0.0
75.0,64.0,8.0,30.09,0.01
75.0,59.0,5.0,30.18,0.01
73.0,65.0,0.0,30.32,0.01
39.0,80.0,14.0,29.98,0.0
68.0,45.0,8.0,30.42,0.0
64.0,30.0,17.0,29.75,0.01
54.0,78.0,11.0,30.04,0.0
94.0,55.0,0.0,30.3,0.01
68.0,50.0,10.0,30.23,0.01
97.0,43.0,20.0,29.4,0.13
59.0,53.0,7.0,29.9,0.01
84.0,68.0,9.0,29.96,0.01
70.0,84.0,10.0,30.03,0.0
88.0,74.0,10.0,30.14,0.0
54.0,37.0,9.0,29.94,0.01
48.0,62.0,9.0,30.15,0.0
82.0,46.0,5.0,30.2,0.01
55.0,38.0,11.0,29.93,0.0
88.0,76.0,9.0,29.82,0.0
41.0,73.0,8.0,29.93,0.0
90.0,47.0,17.0,29.74,0.42
50.0,75.0,15.0,30.02,0.01
48.0,47.0,11.0,30.19,0.01
88.0,77.0,5.0,29.82,0.01
40.0,65.0,14.0,30.01,0.0
83.0,53.0,16.0,29.94,0.01
80.0,52.0,8.0,30.1,0.0
57.0,24.0,9.0,30.63,0.0
77.0,52.0,8.0,30.15,0.01
43.0,66.0,14.0,30.04,0.0
97.0,36.0,14.0,29.67,0.01
77.0,49.0,9.0,29.72,0.0
49.0,40.0,14.0,30.07,0.0
50.0,62.0,23.0,29.83,0.0
83.0,70.0,14.0,29.85,0.01
71.0,43.0,7.0,30.18,0.01
87.0,66.0,13.0,29.76,0.01
94.0,63.0,5.0,29.9,0.01
42.0,45.0,14.0,30.08,0.0
75.0,30.0,13.0,30.06,0.0
70.0,41.0,10.0,30.48,0.01
60.0,40.0,15.0,29.9,0.0
76.0,75.0,0.0,29.87,0.0
62.0,62.0,6.0,30.42,0.0
57.0,69.0,17.0,29.72,0.0
53.0,57.0,11.0,30.41,0.01
31.0,88.0,14.0,29.85,0.0
48.0,39.0,10.0,30.53,0.01
59.0,55.0,7.0,30.1,0.0
24.0,74.0,13.0,29.63,0.01
62.0,60.0,9.0,30.13,0.0
90.0,65.0,7.0,29.99,0.01
66.0,48.0,8.0,30.31,0.0
62.0,55.0,14.0,29.65,0.01
87.0,73.0,7.0,29.85,0.0
54.0,63.0,11.0,30.36,0.0
41.0,79.0,17.0,29.89,0.0
56.0,34.0,16.0,29.49,0.0
42.0,36.0,11.0,29.94,0.0
87.0,48.0,3.0,30.19,0.01
80.0,55.0,16.0,29.87,0.0
90.0,60.0,10.0,29.85,0.09
93.0,46.0,11.0,29.6,0.01
69.0,73.0,14.0,30.13,0.01
33.0,84.0,13.0,29.92,0.0
22.0,68.0,8.0,29.84,0.0
77.0,47.0,10.0,29.92,0.0
67.0,56.0,3.0,29.9,0.0
69.0,75.0,8.0,29.73,0.0
60.0,58.0,10.0,30.31,0.0
70.0,39.0,6.0,30.38,0.01
86.0,41.0,9.0,30.14,0.01
36.0,76.0,15.0,30.05,0.0
49.0,44.0,6.0,30.04,0.0
74.0,43.0,5.0,30.4,0.0
87.0,58.0,3.0,30.2,0.0
90.0,59.0,45.0,28.8,0.01
84.0,63.0,6.0,30.07,0.0
97.0,49.0,3.0,30.15,0.0
85.0,27.0,11.0,29.46,0.02
57.0,53.0,14.0,30.37,0.0
72.0,35.0,17.0,29.81,0.01
85.0,76.0,7.0,29.92,0.0
82.0,72.0,0.0,29.73,0.01
49.0,30.0,16.0,30.0,0.01
88.0,61.0,21.0,29.6,0.1
66.0,71.0,9.0,30.0,0.0
86.0,45.0,16.0,30.27,0.03
73.0,66.0,8.0,29.97,0.0
54.0,29.0,13.0,30.19,0.0
41.0,42.0,7.0,30.09,0.01
59.0,34.0,22.0,29.59,0.0
80.0,54.0,17.0,29.64,0.0
42.0,35.0,13.0,30.15,0.0
93.0,46.0,16.0,30.24,0.04
96.0,55.0,21.0,29.9,0.08
93.0,61.0,11.0,29.97,0.17
89.0,43.0,13.0,30.26,0.01
68.0,48.0,8.0,30.22,0.0
93.0,52.0,11.0,29.82,0.0
39.0,77.0,15.0,29.47,0.0
66.0,50.0,9.0,29.97,0.0
90.0,59.0,0.0,30.21,0.0
84.0,61.0,14.0,30.18,0.01
96.0,53.0,5.0,30.01,0.01
78.0,68.0,8.0,29.94,0.0
46.0,25.0,20.0,30.26,0.0
67.0,31.0,8.0,30.04,0.0
54.0,50.0,0.0,30.33,0.01
78.0,66.0,3.0,30.02,0.01
83.0,66.0,3.0,29.85,0.01
70.0,62.0,5.0,30.24,0.01
88.0,32.0,10.0,29.72,0.01
44.0,55.0,15.0,30.23,0.01
90.0,64.0,8.0,30.01,0.0
94.0,63.0,15.0,29.91,0.01
83.0,55.0,0.0,29.9,0.01
71.0,70.0,7.0,29.96,0.0
61.0,34.0,3.0,29.82,0.01
48.0,73.0,10.0,29.76,0.0
80.0,47.0,7.0,30.44,0.0
62.0,42.0,8.0,30.02,0.0
57.0,69.0,0.0,30.43,0.0
63.0,43.0,13.0,29.64,0.0
88.0,64.0,11.0,29.65,0.02
67.0,79.0,7.0,29.9,0.01
61.0,32.0,11.0,30.26,0.0
46.0,35.0,10.0,30.43,0.0
84.0,73.0,7.0,29.9,0.0
63.0,66.0,8.0,30.18,0.0
87.0,59.0,5.0,30.1,0.01
87.0,68.0,10.0,29.82,0.01
55.0,41.0,18.0,29.9,0.0
71.0,75.0,0.0,30.22,0.0
94.0,59.0,24.0,29.82,0.02
82.0,72.0,26.0,29.92,0.02
66.0,67.0,10.0,29.65,0.01
49.0,41.0,7.0,30.38,0.0
87.0,48.0,9.0,30.18,0.01
80.0,55.0,13.0,30.41,0.01
93.0,36.0,15.0,30.01,0.05
43.0,39.0,15.0,29.84,0.0
78.0,63.0,16.0,30.2,0.0
100.0,62.0,7.0,29.71,0.0
59.0,51.0,15.0,29.74,0.0
32.0,62.0,7.0,30.37,0.0
100.0,62.0,11.0,29.71,0.01
65.0,39.0,15.0,30.12,0.0
79.0,75.0,7.0,29.83,0.0
100.0,33.0,22.0,29.5,0.08
91.0,76.0,10.0,29.88,0.0
66.0,73.0,28.0,29.94,0.0
80.0,62.0,8.0,29.9,0.0
46.0,34.0,0.0,30.31,0.01
96.0,44.0,7.0,29.92,0.01
42.0,13.0,20.0,30.46,0.0
72.0,76.0,14.0,29.89,0.01
80.0,50.0,6.0,30.11,0.0
62.0,41.0,16.0,29.76,0.0
72.0,60.0,15.0,30.26,0.01
83.0,48.0,17.0,30.25,0.01
100.0,63.0,11.0,29.98,0.27
37.0,38.0,14.0,29.99,0.0
77.0,54.0,20.0,29.89,0.01
74.0,57.0,20.0,29.87,0.0
89.0,48.0,7.0,30.19,0.0
71.0,44.0,6.0,30.37,0.0
96.0,68.0,7.0,30.01,0.0
26.0,58.0,14.0,29.72,0.01
59.0,68.0,14.0,29.64,0.0
56.0,31.0,23.0,29.9,0.0
23.0,35.0,13.0,30.11,0.0
37.0,78.0,14.0,29.86,0.0
83.0,68.0,15.0,29.79,0.01
83.0,55.0,8.0,29.63,0.0
88.0,61.0,8.0,30.05,0.01
69.0,75.0,7.0,30.06,0.0
93.0,48.0,15.0,30.2,0.01
62.0,73.0,0.0,30.18,0.01
63.0,67.0,7.0,29.9,0.0
82.0,75.0,8.0,29.94,0.0
45.0,33.0,13.0,30.5,0.0
71.0,67.0,13.0,29.86,0.0
58.0,33.0,0.0,30.26,0.0
93.0,46.0,3.0,30.02,0.01
45.0,39.0,21.0,29.54,0.01
93.0,30.0,11.0,30.0,0.06
65.0,37.0,5.0,29.73,0.01
94.0,59.0,21.0,29.68,0.01
64.0,59.0,10.0,29.79,0.0
94.0,73.0,6.0,29.84,0.01
71.0,26.0,14.0,30.0,0.0
74.0,49.0,5.0,30.41,0.0
78.0,62.0,8.0,29.92,0.0
89.0,37.0,8.0,30.17,0.01
57.0,23.0,0.0,29.89,0.01
49.0,44.0,18.0,29.89,0.0
100.0,50.0,9.0,29.73,0.01
79.0,71.0,7.0,30.02,0.01
