date,bikecounts,hour,temp,humidity,windspeed,visibility,dewpointtemp,solarradiation,rainfall,snowfall,spring,summer,winter,noholiday,functioningday
2017-06-12,78.0,3,-3.2,78,0.0,1808,-6.4,0.0,0.2,0.4,0,0,1,1,1
2017-06-12,58.0,4,-3.4,75,0.0,1982,-7.2,0.0,0.0,0.4,0,0,1,1,1
2017-06-12,87.0,5,-3.6,76,0.0,1934,-7.2,0.0,0.0,0.4,0,0,1,1,1
2017-06-12,142.0,6,-3.7,76,0.0,1864,-7.3,0.0,0.0,0.4,0,0,1,1,1
2017-06-12,379.0,7,-4.2,77,0.0,1741,-7.6,0.0,0.0,0.3,0,0,1,1,1
2017-06-12,802.0,8,-4.2,78,0.0,1518,-7.4,0.01,0.0,0.2,0,0,1,1,1
2017-06-12,440.0,9,-3.3,70,0.0,1324,-7.9,0.25,0.0,0.2,0,0,1,1,1
2017-06-12,307.0,10,-0.9,64,0.0,1224,-6.8,0.63,0.0,0.2,0,0,1,1,1
2017-06-12,381.0,11,1.6,57,1.2,1261,-6.0,0.93,0.0,0.0,0,0,1,1,1
2017-06-12,405.0,12,2.4,52,0.9,1224,-6.4,1.08,0.0,0.0,0,0,1,1,1
2017-06-12,442.0,13,4.2,47,1.1,1469,-6.1,1.1,0.0,0.0,0,0,1,1,1
2017-06-12,416.0,14,5.5,34,1.0,1966,-9.1,0.96,0.0,0.0,0,0,1,1,1
2017-06-12,412.0,15,5.5,31,3.1,1968,-10.3,0.72,0.0,0.0,0,0,1,1,1
2017-06-12,496.0,16,5.3,37,2.9,2000,-8.2,0.36,0.0,0.0,0,0,1,1,1
2017-06-12,239.0,17,4.1,60,2.5,1565,-2.9,0.1,0.0,0.0,0,0,1,1,1
2017-06-12,204.0,18,1.7,90,1.0,66,0.2,0.0,0.3,0.3,0,0,1,1,1
2017-06-12,205.0,19,1.2,92,0.7,180,0.0,0.0,0.0,1.0,0,0,1,1,1
2017-06-12,190.0,20,1.2,94,0.6,228,0.3,0.0,0.0,1.0,0,0,1,1,1
2017-06-12,165.0,21,1.1,92,0.5,235,0.0,0.0,0.7,1.0,0,0,1,1,1
2017-06-12,222.0,22,1.3,92,0.6,233,0.1,0.0,0.0,1.0,0,0,1,1,1
2017-06-12,193.0,23,1.3,92,0.6,209,0.1,0.0,0.0,1.0,0,0,1,1,1
2017-07-12,198.0,0,1.4,92,0.5,240,0.2,0.0,0.0,0.9,0,0,1,1,1
2017-07-12,218.0,1,1.5,92,0.4,227,0.3,0.0,0.0,0.9,0,0,1,1,1
2017-07-12,149.0,2,1.4,92,0.7,168,0.2,0.0,0.0,0.9,0,0,1,1,1
2017-07-12,102.0,3,1.9,91,1.4,218,0.5,0.0,0.0,0.9,0,0,1,1,1
2017-07-12,62.0,4,1.6,92,0.7,119,0.4,0.0,0.0,0.9,0,0,1,1,1
2017-07-12,83.0,5,1.5,92,1.1,175,0.3,0.0,0.0,0.9,0,0,1,1,1
2017-07-12,137.0,6,1.0,93,0.5,148,0.0,0.0,0.0,0.9,0,0,1,1,1
2017-07-12,367.0,7,0.3,93,0.5,173,-0.7,0.0,0.0,0.9,0,0,1,1,1
2017-07-12,754.0,8,-0.2,96,0.8,173,-0.7,0.01,0.0,0.8,0,0,1,1,1
2017-07-12,415.0,9,0.1,91,0.8,265,-1.1,0.14,0.0,0.8,0,0,1,1,1
2017-07-12,321.0,10,1.1,83,0.7,311,-1.4,0.41,0.0,0.7,0,0,1,1,1
2017-07-12,333.0,11,2.3,69,1.7,628,-2.8,0.63,0.0,0.6,0,0,1,1,1
2017-07-12,431.0,12,3.7,65,2.4,833,-2.2,0.98,0.0,0.3,0,0,1,1,1
2017-07-12,394.0,13,4.1,37,3.1,1767,-9.3,1.14,0.0,0.0,0,0,1,1,1
2017-07-12,390.0,14,4.4,36,2.7,1975,-9.4,1.04,0.0,0.0,0,0,1,1,1
2017-07-12,430.0,15,4.0,35,3.1,1962,-10.1,0.84,0.0,0.0,0,0,1,1,1
2017-07-12,471.0,16,3.2,38,2.9,1817,-9.7,0.51,0.0,0.0,0,0,1,1,1
2017-07-12,552.0,17,2.1,50,2.0,1434,-7.2,0.15,0.0,0.0,0,0,1,1,1
2017-07-12,795.0,18,0.7,46,2.7,1558,-9.6,0.0,0.0,0.0,0,0,1,1,1
2017-07-12,507.0,19,-0.4,47,2.5,1269,-10.3,0.0,0.0,0.0,0,0,1,1,1
2017-07-12,390.0,20,-1.4,47,2.5,1620,-11.2,0.0,0.0,0.0,0,0,1,1,1
2017-07-12,402.0,21,-2.2,46,2.2,1975,-12.2,0.0,0.0,0.0,0,0,1,1,1
2017-07-12,389.0,22,-2.7,48,2.6,1844,-12.2,0.0,0.0,0.0,0,0,1,1,1
2017-07-12,259.0,23,-3.2,50,2.1,1887,-12.1,0.0,0.0,0.0,0,0,1,1,1
2017-08-12,233.0,0,-3.5,49,2.6,1893,-12.6,0.0,0.0,0.0,0,0,1,1,1
2017-08-12,230.0,1,-3.7,50,2.5,1902,-12.6,0.0,0.0,0.0,0,0,1,1,1
2017-08-12,131.0,2,-4.3,53,1.0,1918,-12.4,0.0,0.0,0.0,0,0,1,1,1
2017-08-12,99.0,3,-4.8,52,1.6,1978,-13.1,0.0,0.0,0.0,0,0,1,1,1
2017-08-12,71.0,4,-5.3,53,2.4,1936,-13.4,0.0,0.0,0.0,0,0,1,1,1
2017-08-12,84.0,5,-5.8,56,2.0,1941,-13.1,0.0,0.0,0.0,0,0,1,1,1
2017-08-12,158.0,6,-6.0,56,3.5,1853,-13.3,0.0,0.0,0.0,0,0,1,1,1
2017-08-12,387.0,7,-6.5,57,0.8,1776,-13.6,0.0,0.0,0.0,0,0,1,1,1
2017-08-12,780.0,8,-7.0,59,0.8,1559,-13.6,0.01,0.0,0.0,0,0,1,1,1
2017-08-12,395.0,9,-6.7,50,0.9,1492,-15.4,0.23,0.0,0.0,0,0,1,1,1
2017-08-12,261.0,10,-5.3,44,2.8,1516,-15.6,0.63,0.0,0.0,0,0,1,1,1
2017-08-12,310.0,11,-3.7,39,1.4,1595,-15.6,0.93,0.0,0.0,0,0,1,1,1
2017-08-12,355.0,12,-2.0,30,1.4,1728,-17.3,1.14,0.0,0.0,0,0,1,1,1
2017-08-12,354.0,13,-1.7,28,1.8,1963,-17.8,1.22,0.0,0.0,0,0,1,1,1
2017-08-12,350.0,14,-1.3,27,3.1,1906,-17.9,1.12,0.0,0.0,0,0,1,1,1
2017-08-12,362.0,15,-0.8,26,3.3,1977,-17.9,0.87,0.0,0.0,0,0,1,1,1
2017-08-12,401.0,16,-1.1,24,3.4,2000,-19.1,0.56,0.0,0.0,0,0,1,1,1
2017-08-12,500.0,17,-2.4,30,2.7,2000,-17.6,0.18,0.0,0.0,0,0,1,1,1
2017-08-12,752.0,18,-3.1,33,1.2,2000,-17.1,0.0,0.0,0.0,0,0,1,1,1
2017-08-12,477.0,19,-3.3,35,1.1,2000,-16.6,0.0,0.0,0.0,0,0,1,1,1
2017-08-12,384.0,20,-3.3,34,1.5,2000,-16.9,0.0,0.0,0.0,0,0,1,1,1
2017-08-12,336.0,21,-3.3,35,0.5,2000,-16.6,0.0,0.0,0.0,0,0,1,1,1
2017-08-12,347.0,22,-3.4,39,1.2,2000,-15.4,0.0,0.0,0.0,0,0,1,1,1
2017-08-12,275.0,23,-3.5,43,0.9,2000,-14.3,0.0,0.0,0.0,0,0,1,1,1
2017-09-12,267.0,0,-3.5,48,0.9,1967,-12.9,0.0,0.0,0.0,0,0,1,1,1
2017-09-12,296.0,1,-4.1,49,0.6,2000,-13.2,0.0,0.0,0.0,0,0,1,1,1
2017-09-12,237.0,2,-4.7,50,0.7,1983,-13.5,0.0,0.0,0.0,0,0,1,1,1
2017-09-12,169.0,3,-4.3,47,0.6,1992,-13.9,0.0,0.0,0.0,0,0,1,1,1
2017-09-12,96.0,4,-4.3,49,0.7,2000,-13.4,0.0,0.0,0.0,0,0,1,1,1
2017-09-12,56.0,5,-4.7,49,0.8,1999,-13.8,0.0,0.0,0.0,0,0,1,1,1
2017-09-12,76.0,6,-5.1,53,0.9,1975,-13.2,0.0,0.0,0.0,0,0,1,1,1
2017-09-12,127.0,7,-5.5,56,0.8,1950,-12.9,0.0,0.0,0.0,0,0,1,1,1
2017-09-12,222.0,8,-5.4,56,0.7,1940,-12.8,0.01,0.0,0.0,0,0,1,1,1
2017-09-12,291.0,9,-4.7,48,1.0,1784,-14.0,0.23,0.0,0.0,0,0,1,1,1
2017-09-12,273.0,10,-2.2,42,1.3,1646,-13.4,0.61,0.0,0.0,0,0,1,1,1
2017-09-12,351.0,11,0.0,45,1.1,1500,-10.5,0.89,0.0,0.0,0,0,1,1,1
2017-09-12,427.0,12,2.4,40,0.8,1809,-9.8,1.05,0.0,0.0,0,0,1,1,1
2017-09-12,431.0,13,3.9,36,2.0,1702,-9.8,1.13,0.0,0.0,0,0,1,1,1
2017-09-12,486.0,14,4.7,32,2.2,1948,-10.6,1.06,0.0,0.0,0,0,1,1,1
2017-09-12,569.0,15,5.2,30,2.0,1963,-11.0,0.84,0.0,0.0,0,0,1,1,1
2017-09-12,546.0,16,4.4,33,1.6,1963,-10.5,0.4,0.0,0.0,0,0,1,1,1
2017-09-12,481.0,17,3.5,37,1.8,1963,-9.8,0.1,0.0,0.0,0,0,1,1,1
2017-09-12,384.0,18,2.5,41,1.0,1974,-9.4,0.0,0.0,0.0,0,0,1,1,1
2017-09-12,275.0,19,1.5,48,0.4,1878,-8.3,0.0,0.0,0.0,0,0,1,1,1
2017-09-12,298.0,20,0.8,51,1.4,1848,-8.2,0.0,0.0,0.0,0,0,1,1,1
2017-09-12,321.0,21,-0.1,55,0.7,1654,-8.0,0.0,0.0,0.0,0,0,1,1,1
2017-09-12,289.0,22,-0.5,55,0.6,1655,-8.4,0.0,0.0,0.0,0,0,1,1,1
2017-09-12,265.0,23,-0.1,54,1.3,1570,-8.3,0.0,0.0,0.0,0,0,1,1,1
2017-10-12,326.0,0,-0.2,55,1.0,1629,-8.1,0.0,0.0,0.0,0,0,1,1,1
2017-10-12,280.0,1,-0.2,54,0.5,1747,-8.4,0.0,0.0,0.0,0,0,1,1,1
2017-10-12,243.0,2,0.2,52,0.7,1726,-8.5,0.0,0.0,0.0,0,0,1,1,1
2017-10-12,169.0,3,0.3,53,0.5,1748,-8.1,0.0,0.0,0.0,0,0,1,1,1
2017-10-12,71.0,4,0.4,52,1.6,1816,-8.3,0.0,0.0,0.0,0,0,1,1,1
2017-10-12,13.0,5,0.3,74,1.0,178,-3.7,0.0,0.0,0.7,0,0,1,1,1
2017-10-12,9.0,6,-0.5,90,0.9,91,-1.9,0.0,2.5,2.7,0,0,1,1,1
2017-10-12,20.0,7,-0.4,92,1.1,121,-1.5,0.0,0.0,4.0,0,0,1,1,1
2017-10-12,35.0,8,-0.2,90,1.2,378,-1.6,0.0,0.0,4.1,0,0,1,1,1
2017-10-12,31.0,9,0.2,90,1.0,305,-1.2,0.0,1.6,4.3,0,0,1,1,1
2017-10-12,19.0,10,0.5,91,0.4,143,-0.8,0.0,0.0,4.3,0,0,1,1,1
2017-10-12,58.0,11,0.9,92,0.9,137,-0.2,0.03,0.0,3.9,0,0,1,1,1
2017-10-12,119.0,12,2.3,88,0.3,245,0.5,0.28,0.0,3.1,0,0,1,1,1
2017-10-12,182.0,13,3.3,87,1.1,230,1.3,0.54,0.0,2.1,0,0,1,1,1
2017-10-12,235.0,14,4.2,85,0.7,325,1.8,0.65,0.0,1.4,0,0,1,1,1
2017-10-12,180.0,15,6.7,63,4.5,715,0.1,0.35,0.0,1.0,0,0,1,1,1
2017-10-12,214.0,16,5.4,71,3.5,622,0.5,0.2,0.0,0.5,0,0,1,1,1
2017-10-12,226.0,17,3.6,65,4.3,1061,-2.3,0.03,0.0,0.4,0,0,1,1,1
2017-10-12,210.0,18,2.0,61,3.0,2000,-4.7,0.0,0.0,0.0,0,0,1,1,1
2017-10-12,181.0,19,1.6,53,4.0,2000,-6.9,0.0,0.0,0.0,0,0,1,1,1
2017-10-12,165.0,20,0.6,57,3.9,1954,-6.9,0.0,0.0,0.0,0,0,1,1,1
2017-10-12,167.0,21,0.0,59,3.0,1862,-7.0,0.0,0.0,0.0,0,0,1,1,1
2017-10-12,152.0,22,-1.0,56,4.7,2000,-8.6,0.0,0.0,0.0,0,0,1,1,1
2017-10-12,148.0,23,-1.4,43,4.3,2000,-12.3,0.0,0.0,0.0,0,0,1,1,1
2017-11-12,125.0,0,-2.5,39,3.4,2000,-14.5,0.0,0.0,0.0,0,0,1,1,1
2017-11-12,111.0,1,-3.4,36,3.8,2000,-16.3,0.0,0.0,0.0,0,0,1,1,1
2017-11-12,67.0,2,-4.2,35,3.4,2000,-17.4,0.0,0.0,0.0,0,0,1,1,1
2017-11-12,45.0,3,-4.7,38,2.4,2000,-16.8,0.0,0.0,0.0,0,0,1,1,1
2017-11-12,44.0,4,-5.2,35,3.2,2000,-18.3,0.0,0.0,0.0,0,0,1,1,1
2017-11-12,86.0,5,-5.6,38,3.2,1974,-17.6,0.0,0.0,0.0,0,0,1,1,1
2017-11-12,136.0,6,-5.9,39,2.9,1979,-17.6,0.0,0.0,0.0,0,0,1,1,1
2017-11-12,325.0,7,-6.0,39,3.1,1996,-17.7,0.0,0.0,0.0,0,0,1,1,1
2017-11-12,653.0,8,-6.0,38,3.6,1994,-18.0,0.01,0.0,0.0,0,0,1,1,1
2017-11-12,326.0,9,-5.9,36,5.1,1941,-18.6,0.1,0.0,0.0,0,0,1,1,1
2017-11-12,212.0,10,-5.3,32,4.5,2000,-19.4,0.62,0.0,0.0,0,0,1,1,1
2017-11-12,226.0,11,-4.7,36,3.8,2000,-17.5,1.0,0.0,0.0,0,0,1,1,1
2017-11-12,247.0,12,-5.2,33,4.6,1973,-19.0,1.26,0.0,0.0,0,0,1,1,1
2017-11-12,241.0,13,-5.4,32,5.1,1986,-19.5,1.24,0.0,0.0,0,0,1,1,1
2017-11-12,253.0,14,-5.4,31,4.1,1945,-19.9,1.13,0.0,0.0,0,0,1,1,1
2017-11-12,269.0,15,-5.5,33,4.5,2000,-19.2,0.92,0.0,0.0,0,0,1,1,1
2017-11-12,277.0,16,-6.0,40,4.0,2000,-17.4,0.55,0.0,0.0,0,0,1,1,1
2017-11-12,361.0,17,-7.1,44,4.2,2000,-17.3,0.18,0.0,0.0,0,0,1,1,1
2017-11-12,557.0,18,-7.9,43,3.3,2000,-18.3,0.0,0.0,0.0,0,0,1,1,1
2017-11-12,371.0,19,-8.6,45,3.9,2000,-18.4,0.0,0.0,0.0,0,0,1,1,1
